location,quran_word_id,word_text_uthmani,word_text_uthmani_simple,segment_id,segment_location,segment_number,segment_kind,segment_pos,segment_form_buckwalter,segment_form_arabic_normalized,segment_lemma_buckwalter,segment_lemma_id,segment_lemma_text,segment_root_buckwalter,segment_root_id,segment_root_text,current_word_head_stem_id,current_word_head_stem_text,primary_stem_segment_id,primary_stem_segment_number,primary_stem_pos,primary_stem_form_arabic_normalized,primary_stem_lemma_id,primary_stem_lemma_text,primary_stem_root_id,primary_stem_root_text,mechanical_candidate_stem_id,mechanical_candidate_stem_text,mechanical_candidate_match_method,mechanical_candidate_is_same_as_head_stem,mechanical_candidate_is_existing_stem,candidate_status,risk_flags,review_decision,reviewed_stem_id,reviewed_stem_text,review_notes,stem_segments_summary
3:176:14,9629,أَلَّا,الا,69250,3:176:14:2,2,STEM,NEG,l~aA,لَّا,laA,77,لَا,,,,1184,أَ,69249,1,SUB,أَ,462,أَن,,,476,لَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=SUB;form=أَ;lemma=462/أَن;root=-/-} P2{n=2;pos=NEG;form=لَّا;lemma=77/لَا;root=-/-}
3:178:5,9656,أَنَّمَا,انما,69317,3:178:5:2,2,STEM,REL,maA,مَا,maA,4,مَا,,,,251,أَنَّ,69316,1,ACC,أَنَّ,250,أَنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=أَنَّ;lemma=250/أَنّ;root=-/-} P2{n=2;pos=REL;form=مَا;lemma=4/مَا;root=-/-}
3:178:10,9661,إِنَّمَا,انما,69298,3:178:10:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,69297,1,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
3:183:7,9777,أَلَّا,الا,69544,3:183:7:2,2,STEM,NEG,l~aA,لَّا,laA,77,لَا,,,,1184,أَ,69543,1,SUB,أَ,462,أَن,,,476,لَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=SUB;form=أَ;lemma=462/أَن;root=-/-} P2{n=2;pos=NEG;form=لَّا;lemma=77/لَا;root=-/-}
3:185:5,9817,وَإِنَّمَا,وانما,69603,3:185:5:3,3,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,69602,2,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=2;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=3;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
4:3:3,10169,أَلَّا,الا,87407,4:3:3:2,2,STEM,NEG,l~aA,لَّا,laA,77,لَا,,,,1184,أَ,87406,1,SUB,أَ,462,أَن,,,476,لَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=SUB;form=أَ;lemma=462/أَن;root=-/-} P2{n=2;pos=NEG;form=لَّا;lemma=77/لَا;root=-/-}
4:3:18,10184,أَلَّا,الا,87388,4:3:18:2,2,STEM,NEG,l~aA,لَّا,laA,77,لَا,,,,1184,أَ,87387,1,SUB,أَ,462,أَن,,,476,لَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=SUB;form=أَ;lemma=462/أَن;root=-/-} P2{n=2;pos=NEG;form=لَّا;lemma=77/لَا;root=-/-}
4:3:27,10193,أَلَّا,الا,87403,4:3:27:2,2,STEM,NEG,l~aA,لَّا,laA,77,لَا,,,,1184,أَ,87402,1,SUB,أَ,462,أَن,,,476,لَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=SUB;form=أَ;lemma=462/أَن;root=-/-} P2{n=2;pos=NEG;form=لَّا;lemma=77/لَا;root=-/-}
4:7:3,10268,مِّمَّا,مما,88832,4:7:3:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,1305,مِّ,88831,1,P,مِّ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِّ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
4:7:9,10274,مِّمَّا,مما,88845,4:7:9:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,1305,مِّ,88844,1,P,مِّ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِّ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
4:7:13,10278,مِمَّا,مما,88822,4:7:13:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,816,مِ,88821,1,P,مِ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
4:10:7,10322,إِنَّمَا,انما,83936,4:10:7:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,83935,1,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
4:11:28,10357,مِمَّا,مما,84244,4:11:28:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,816,مِ,84243,1,P,مِ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
4:12:17,10418,مِمَّا,مما,84648,4:12:17:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,816,مِ,84647,1,P,مِ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
4:12:28,10429,مِمَّا,مما,84667,4:12:28:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,816,مِ,84666,1,P,مِ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
4:12:41,10442,مِمَّا,مما,84690,4:12:41:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,816,مِ,84689,1,P,مِ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
4:17:1,10562,إِنَّمَا,انما,86380,4:17:1:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,86379,1,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
4:24:32,10777,فِيمَا,فيما,86767,4:24:32:2,2,STEM,REL,maA,مَا,maA,4,مَا,,,,653,فِي,86766,1,P,فِي,6,فِى,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=P;form=فِي;lemma=6/فِى;root=-/-} P2{n=2;pos=REL;form=مَا;lemma=4/مَا;root=-/-}
4:32:12,10948,مِّمَّا,مما,87047,4:32:12:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,1305,مِّ,87046,1,P,مِّ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِّ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
4:32:16,10952,مِّمَّا,مما,87056,4:32:16:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,1305,مِّ,87055,1,P,مِّ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِّ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
4:33:4,10968,مِمَّا,مما,87106,4:33:4:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,816,مِ,87105,1,P,مِ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
4:39:9,11125,مِمَّا,مما,87370,4:39:9:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,816,مِ,87369,1,P,مِ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
4:58:18,11500,نِعِمَّا,نعما,87981,4:58:18:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,446,مَّا,87980,1,V,نِعِ,4038,نِعْمَ,196,ن ع م,446,مَّا,exact_arabic_text_match,true,true,circular_match,contextual_idgham;same_as_head_stem;function_word_compound,,,,,P1{n=1;pos=V;form=نِعِ;lemma=4038/نِعْمَ;root=196/ن ع م} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
4:65:7,11649,فِيمَا,فيما,88277,4:65:7:2,2,STEM,REL,maA,مَا,maA,4,مَا,,,,653,فِي,88276,1,P,فِي,6,فِى,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=P;form=فِي;lemma=6/فِى;root=-/-} P2{n=2;pos=REL;form=مَا;lemma=4/مَا;root=-/-}
4:65:16,11658,مِّمَّا,مما,88259,4:65:16:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,1305,مِّ,88258,1,P,مِّ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِّ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
4:78:1,11901,أَيْنَمَا,اينما,88728,4:78:1:2,2,STEM,SUP,maA,مَا,maA,4,مَا,,,,5069,أَيْنَ,88727,1,COND,أَيْنَ,5068,أَيْن,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=COND;form=أَيْنَ;lemma=5068/أَيْن;root=-/-} P2{n=2;pos=SUP;form=مَا;lemma=4/مَا;root=-/-}
4:97:8,12410,فِيمَ,فيم,89605,4:97:8:2,2,STEM,INTG,ma,مَ,maA,4,مَا,,,,4727,مَ,89604,1,P,فِي,6,فِى,,,4727,مَ,exact_arabic_text_match,true,true,circular_match,same_as_head_stem;function_word_compound,,,,,P1{n=1;pos=P;form=فِي;lemma=6/فِى;root=-/-} P2{n=2;pos=INTG;form=مَ;lemma=4/مَا;root=-/-}
4:111:4,12715,فَإِنَّمَا,فانما,83963,4:111:4:3,3,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,83962,2,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=2;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=3;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
4:125:4,12964,مِّمَّنْ,ممن,84446,4:125:4:2,2,STEM,REL,m~ano,مَّنْ,man,130,مِن,,,,1305,مِّ,84445,1,P,مِّ,130,مِن,,,3854,مَّنْ,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِّ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّنْ;lemma=130/مِن;root=-/-}
4:171:13,13877,إِنَّمَا,انما,86098,4:171:13:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,86097,1,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
4:171:35,13899,إِنَّمَا,انما,86139,4:171:35:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,86138,1,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
4:176:31,14023,مِمَّا,مما,86340,4:176:31:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,816,مِ,86339,1,P,مِ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
5:4:15,14197,مِمَّا,مما,98955,5:4:15:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,816,مِ,98954,1,P,مِ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
5:4:19,14201,مِمَّآ,مما,98963,5:4:19:2,2,STEM,REL,m~aA^,مَّآ,maA,4,مَا,,,,816,مِ,98962,1,P,مِ,130,مِن,,,1154,مَّآ,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّآ;lemma=4/مَا;root=-/-}
5:8:14,14354,أَلَّا,الا,100544,5:8:14:2,2,STEM,NEG,l~aA,لَّا,laA,77,لَا,,,,1184,أَ,100543,1,SUB,أَ,462,أَن,,,476,لَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=SUB;form=أَ;lemma=462/أَن;root=-/-} P2{n=2;pos=NEG;form=لَّا;lemma=77/لَا;root=-/-}
5:13:14,14470,مِّمَّا,مما,97232,5:13:14:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,1305,مِّ,97231,1,P,مِّ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِّ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
5:14:10,14499,مِّمَّا,مما,97280,5:14:10:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,1305,مِّ,97279,1,P,مِّ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِّ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
5:15:9,14524,مِّمَّا,مما,97358,5:15:9:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,1305,مِّ,97357,1,P,مِّ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِّ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
5:18:15,14616,مِّمَّنْ,ممن,97458,5:18:15:2,2,STEM,REL,m~ano,مَّنْ,man,130,مِن,,,,1305,مِّ,97457,1,P,مِّ,130,مِن,,,3854,مَّنْ,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِّ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّنْ;lemma=130/مِن;root=-/-}
5:27:20,14805,إِنَّمَا,انما,97796,5:27:20:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,97795,1,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
5:32:18,14895,فَكَأَنَّمَا,فكانما,98025,5:32:18:3,3,STEM,PREV,maA,مَا,maA,4,مَا,,,,1072,كَأَنَّ,98024,2,ACC,كَأَنَّ,1071,كَأَنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=2;pos=ACC;form=كَأَنَّ;lemma=1071/كَأَنّ;root=-/-} P2{n=3;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
5:32:24,14901,فَكَأَنَّمَآ,فكانما,98037,5:32:24:3,3,STEM,PREV,maA^,مَآ,maA,4,مَا,,,,1072,كَأَنَّ,98036,2,ACC,كَأَنَّ,1071,كَأَنّ,,,90,مَآ,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=2;pos=ACC;form=كَأَنَّ;lemma=1071/كَأَنّ;root=-/-} P2{n=3;pos=PREV;form=مَآ;lemma=4/مَا;root=-/-}
5:33:1,14919,إِنَّمَا,انما,98074,5:33:1:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,98073,1,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
5:48:21,15318,عَمَّا,عما,98823,5:48:21:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,446,مَّا,98822,1,P,عَ,194,عَن,,,446,مَّا,exact_arabic_text_match,true,true,circular_match,contextual_idgham;same_as_head_stem;function_word_compound,,,,,P1{n=1;pos=P;form=عَ;lemma=194/عَن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
5:49:22,15371,أَنَّمَا,انما,98913,5:49:22:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,251,أَنَّ,98912,1,ACC,أَنَّ,250,أَنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=أَنَّ;lemma=250/أَنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
5:55:1,15501,إِنَّمَا,انما,99174,5:55:1:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,99173,1,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
5:71:2,15842,أَلَّا,الا,99932,5:71:2:2,2,STEM,NEG,l~aA,لَّا,laA,77,لَا,,,,1184,أَ,99931,1,SUB,أَ,462,أَن,,,476,لَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=SUB;form=أَ;lemma=462/أَن;root=-/-} P2{n=2;pos=NEG;form=لَّا;lemma=77/لَا;root=-/-}
5:73:18,15912,عَمَّا,عما,100011,5:73:18:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,446,مَّا,100010,1,P,عَ,194,عَن,,,446,مَّا,exact_arabic_text_match,true,true,circular_match,contextual_idgham;same_as_head_stem;function_word_compound,,,,,P1{n=1;pos=P;form=عَ;lemma=194/عَن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
5:83:12,16100,مِمَّا,مما,100328,5:83:12:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,816,مِ,100327,1,P,مِ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
5:88:2,16170,مِمَّا,مما,100453,5:88:2:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,816,مِ,100452,1,P,مِ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
5:90:4,16231,إِنَّمَا,انما,100597,5:90:4:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,100596,1,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
5:91:1,16244,إِنَّمَا,انما,100611,5:91:1:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,100610,1,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
5:92:9,16273,أَنَّمَا,انما,100671,5:92:9:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,251,أَنَّ,100670,1,ACC,أَنَّ,250,أَنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=أَنَّ;lemma=250/أَنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
5:93:8,16286,فِيمَا,فيما,100713,5:93:8:2,2,STEM,REL,maA,مَا,maA,4,مَا,,,,653,فِي,100712,1,P,فِي,6,فِى,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=P;form=فِي;lemma=6/فِى;root=-/-} P2{n=2;pos=REL;form=مَا;lemma=4/مَا;root=-/-}
5:95:40,16367,عَمَّا,عما,100803,5:95:40:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,446,مَّا,100802,1,P,عَ,194,عَن,,,446,مَّا,exact_arabic_text_match,true,true,circular_match,contextual_idgham;same_as_head_stem;function_word_compound,,,,,P1{n=1;pos=P;form=عَ;lemma=194/عَن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
6:19:30,17270,إِنَّمَا,انما,107657,6:19:30:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,107656,1,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
6:19:36,17276,مِّمَّا,مما,107666,6:19:36:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,1305,مِّ,107665,1,P,مِّ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِّ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
6:21:3,17295,مِمَّنِ,ممن,107741,6:21:3:2,2,STEM,REL,m~ani,مَّنِ,man,130,مِن,,,,816,مِ,107740,1,P,مِ,130,مِن,,,5552,مَّنِ,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّنِ;lemma=130/مِن;root=-/-}
6:36:1,17562,۞ إِنَّمَا,۞ انما,108174,6:36:1:2,2,STEM,PREV,maA,مَا,maA,4,مَا,,,,12,إِنَّ,108173,1,ACC,إِنَّ,11,إِنّ,,,5,مَا,exact_arabic_text_match,false,true,needs_review_text_match,function_word_compound,,,,,P1{n=1;pos=ACC;form=إِنَّ;lemma=11/إِنّ;root=-/-} P2{n=2;pos=PREV;form=مَا;lemma=4/مَا;root=-/-}
6:68:14,18141,وَإِمَّا,واما,109099,6:68:14:3,3,STEM,SUP,m~aA,مَّا,maA,4,مَا,,,,446,مَّا,109098,2,COND,إِ,541,إِن,,,446,مَّا,exact_arabic_text_match,true,true,circular_match,contextual_idgham;same_as_head_stem;function_word_compound,,,,,P1{n=2;pos=COND;form=إِ;lemma=541/إِن;root=-/-} P2{n=3;pos=SUP;form=مَّا;lemma=4/مَا;root=-/-}
6:78:16,18360,مِّمَّا,مما,109494,6:78:16:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,1305,مِّ,109493,1,P,مِّ,130,مِن,,,446,مَّا,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِّ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
6:93:3,18623,مِمَّنِ,ممن,109997,6:93:3:2,2,STEM,REL,m~ani,مَّنِ,man,130,مِن,,,,816,مِ,109996,1,P,مِ,130,مِن,,,5552,مَّنِ,exact_arabic_text_match,false,true,needs_review_contextual_idgham,contextual_idgham;function_word_compound,,,,,P1{n=1;pos=P;form=مِ;lemma=130/مِن;root=-/-} P2{n=2;pos=REL;form=مَّنِ;lemma=130/مِن;root=-/-}
6:100:14,18821,عَمَّا,عما,105268,6:100:14:2,2,STEM,REL,m~aA,مَّا,maA,4,مَا,,,,446,مَّا,105267,1,P,عَ,194,عَن,,,446,مَّا,exact_arabic_text_match,true,true,circular_match,contextual_idgham;same_as_head_stem;function_word_compound,,,,,P1{n=1;pos=P;form=عَ;lemma=194/عَن;root=-/-} P2{n=2;pos=REL;form=مَّا;lemma=4/مَا;root=-/-}
